school_year,system_id,school_name,grade_band,measure,measurename,score_type,scsc_school_score,school_comparison_score,district_comparison_score,designation
2022-2023,7820615,Scintilla Charter Academy,Whole School Score,2a,Content Mastery,percentage,84.6507462686567,60.6540027137042,60.825644504748986,Y
2021-2022,7830624,Spring Creek Charter Academy,M,1d,Value-Add,decimal,0.001,-0.0444,"",S
2020-2021,7820614,International Charter School of Atlanta,E,1a-a,Content Mastery Adjusted,percentage,70.1434795671219,64.42525928486981,"",Y
2022-2023,7820612,"Ivy Preparatory Academy, Inc",M,1a,Content Mastery,percentage,44.2,37.18452380952381,50.85,Y
2020-2021,7830610,Coweta Charter Academy,E,1a-a,Content Mastery Adjusted,percentage,75.10782482843892,52.11449445537947,"",Y
2022-2023,7830618,SAIL Charter Academy - School for Arts-Infused Learning,Whole School Score,2b,Progress,percentage,65.8713310580205,85.52610921501704,87.04061433447099,N
2022-2023,7830626,Furlow Charter School,Whole School Score,2b,Progress,percentage,72.60581395348838,90.05182724252492,90.9687707641196,N
2022-2023,7830610,Coweta Charter Academy,M,1b,Progress,percentage,76.8,84.56339131182797,78.69569892473119,S
2022-2023,7830637,DeKalb Brilliance Academy,Whole School Score,2c,Grade Band Score,percentage,"",67.30991573033708,78.58794943820224,Y
2020-2021,7830612,Southwest Georgia S.T.E.M. Charter Academy,E,1a-na,Content Mastery Non-Adjusted,percentage,47.6889698456117,19.341503324707226,"",Y
2022-2023,7830612,Southwest Georgia S.T.E.M. Charter Academy,E,1a,Content Mastery,percentage,57,45.412121212121214,45.55492424242424,Y
2022-2023,7830627,Atlanta SMART Academy,E,1c,Grade Band Score,percentage,70.07,69.15538461538462,78.16717948717948,Y
2022-2023,7830620,International Charter Academy of Georgia,E,1c,Grade Band Score,percentage,83.55,79.3606392694064,80.11933789954337,Y
2022-2023,7830103,Statesboro STEAM Academy,Whole School Score,2c,Grade Band Score,percentage,60.449,66.58119512195123,73.40953658536586,N
2021-2022,7820612,Ivy Preparatory Academy,E,1a,Content Mastery,percentage,46.4,32.8,50.2,Y
2021-2022,7830625,Yi Hwang Academy of Language Excellence,E,1b,Progress,percentage,84,87.4,"",N
2021-2022,7830410,Atlanta Heights Charter School,M,1b,Progress,percentage,98.7,77.1,"",Y
2021-2022,7830619,International Academy of Smyrna,Whole School Score,2a,Content Mastery,percentage,53.2,52.0,"",Y
2022-2023,7830613,Brookhaven Innovation Academy,E,1c,Grade Band Score,percentage,83.975,69.61435365853659,78.96669512195125,Y
2022-2023,7830610,Coweta Charter Academy,Whole School Score,2c,Grade Band Score,percentage,70.3597367678469,74.38064177779904,73.12886961722488,N
2020-2021,7830613,Brookhaven Innovation Academy,M,1a-na,Content Mastery Non-Adjusted,percentage,52.07001273161765,38.53830709032641,"",Y
2020-2021,7830210,Pataula Charter Academy,M,1a-na,Content Mastery Non-Adjusted,percentage,TFS,20.430371882753548,"",""
2022-2023,7830634,Georgia Fugees Academy Charter School,Whole School Score,2d,Value-Add,decimal,0.1813160926103592,0.027964499455265468,0.06397585647937376,Y
2022-2023,7830103,Statesboro STEAM Academy,E,1a,Content Mastery,percentage,TFS,46.56470588235294,61.3,Y
2022-2023,7830610,Coweta Charter Academy,M,1c,Grade Band Score,percentage,69.66000000000001,73.53721392172041,68.68887096774193,Y
2022-2023,7830641,Resurgence Hall Middle Academy,Whole School Score,2c,Grade Band Score,percentage,"",69.33884146341462,85.62560975609755,Y
2020-2021,7820616,Georgia School for Innovation and the Classics,E,1a-a,Content Mastery Adjusted,percentage,64.17856866850268,31.89212490675944,"",Y
2022-2023,7830614,Liberty Tech Charter Academy,Whole School Score,2c,Grade Band Score,percentage,81.43022779043278,76.10816628701595,77.67705011389523,Y
2022-2023,7830623,Academy For Classical Education,E,1a,Content Mastery,percentage,96.6,58.14229885057472,45.937126436781604,Y
2022-2023,7830612,Southwest Georgia S.T.E.M. Charter Academy,Whole School Score,2a,Content Mastery,percentage,52.98987854251013,42.578947368421055,42.75364372469636,Y
2022-2023,7830642,Destination Career Academy of Georgia,Whole School Score,2b,Progress,percentage,55.79999999999999,79.64641509433962,80.46150943396228,N
2020-2021,7830611,Cirrus Charter Academy,M,1a-na,Content Mastery Non-Adjusted,percentage,15.747402519491027,20.543668681889457,"",N
2022-2023,7820212,Cherokee Charter Academy,M,1b,Progress,percentage,92.8,77.24700000000001,77.2745,Y
2022-2023,7820412,Georgia Connections Academy,E,1c,Grade Band Score,percentage,63.12,69.2928736282289,73.65658247108944,N
2021-2022,7820120,Georgia Cyber Academy,M,1b,Progress,percentage,84.4,76.8,"",Y
2021-2022,7820617,Dubois Integrity Academy,E,1b,Progress,percentage,78.6,76.8,"",Y
2020-2021,7830618,SAIL Charter Academy,E,1a-na,Content Mastery Non-Adjusted,percentage,76.71071705138888,67.37441586303999,"",Y
2021-2022,7830614,Liberty Tech Charter Academy,Whole School Score,2a,Content Mastery,percentage,68.56666666666666,61.96453005972846,"",Y
2021-2022,7820412,Georgia Connections Academy,H,1a,Content Mastery,percentage,62.5,59.7,62.6,Y
2020-2021,7830613,Brookhaven Innovation Academy,M,1a-a,Content Mastery Adjusted,percentage,46.63312687491594,20.986628099958494,"",Y
2020-2021,7830628,Ethos Classical Charter School,E,1a-na,Content Mastery Non-Adjusted,percentage,40.740741750000005,10.285003472395173,"",Y
2022-2023,7830612,Southwest Georgia S.T.E.M. Charter Academy,M,1b,Progress,percentage,87.5,83.5968253968254,83.65793650793651,Y
2020-2021,7830628,Ethos Classical Charter School,E,1f,GaDOE Achievement,percentage,40.735,30.015043873517794,"",Y
2022-2023,7830621,SLAM Academy of Atlanta,E,1a,Content Mastery,percentage,27,36.30827586206897,61.085517241379314,N
2022-2023,7830643,Amana Academy West Atlanta,E,1d,Value-Add,decimal,"","","",""
2020-2021,7820412,Georgia Connections Academy,H,1a-a,Content Mastery Adjusted,percentage,8.714871622718672,28.718716050857484,"",N
2020-2021,7830103,Statesboro STEAM Academy,H,1a-na,Content Mastery Non-Adjusted,percentage,32.302631875,40.8550988125,"",N
2022-2023,7830641,Resurgence Hall Middle Academy,M,1a,Content Mastery,percentage,80,46.054878048780495,74.81219512195122,Y
2022-2023,7830623,Academy For Classical Education,E,1d,Value-Add,decimal,-0.023716773837804794,-0.04169080980682338,-0.05452026853163261,N
2021-2022,7820615,Scintilla Charter Academy,E,1b,Progress,percentage,82.1,71.7,"",Y
2020-2021,7830613,Brookhaven Innovation Academy,M,1f,GaDOE Achievement,percentage,52.07125,42.57343749999999,"",Y
2020-2021,7820110,Odyssey Charter School,M,1f,GaDOE Achievement,percentage,62.94125,57.67453828828829,"",Y
2022-2023,7830615,Genesis Innovation Academy for Boys,M,1a,Content Mastery,percentage,46.8,37.693396226415096,50.90566037735849,Y
2022-2023,7830611,Cirrus Charter Academy,E,1d,Value-Add,decimal,-0.04588358476758003,-0.09657408631528597,-0.05985389401030261,N
2022-2023,7830632,Atlanta Unbound Academy,Whole School Score,2b,Progress,percentage,35.29961089494164,83.50505836575876,87.29571984435796,N
2021-2022,7820212,Cherokee Charter Academy,E,1b,Progress,percentage,73.8,83.0,"",N
2021-2022,7820617,Dubois Integrity Academy,E,1a,Content Mastery,percentage,42.3,32.2,35.9,Y
2021-2022,7820412,Georgia Connections Academy,E,1a,Content Mastery,percentage,49.1,58.3,61.5,N
2022-2023,7830612,Southwest Georgia S.T.E.M. Charter Academy,M,1c,Grade Band Score,percentage,71.78,68.90476190476191,69.21873015873014,Y
2020-2021,7830615,Genesis Innovation Academy for Boys,H,1a-a,Content Mastery Adjusted,percentage,TFS,8.304657365131765,"",""
2021-2022,7830410,Atlanta Heights Charter School,E,1a,Content Mastery,percentage,31.8,28.0,50.7,Y
2020-2021,7820615,Scintilla Charter Academy,E,1a-a,Content Mastery Adjusted,percentage,83.18495903860888,50.2360567546123,"",Y
2022-2023,7830210,Pataula Charter Academy,E,1b,Progress,percentage,88.2,90.08713235294117,90.14779411764705,S
2022-2023,7820120,Georgia Cyber Academy,M,1b,Progress,percentage,83.9,80.16980396838215,80.4204151265283,Y
2022-2023,7830636,Northwest Classical Academy,Whole School Score,2b,Progress,percentage,84.53101920236331,85.84800590841954,84.94047267355981,S
2020-2021,7820212,Cherokee Charter Academy,M,1a-na,Content Mastery Non-Adjusted,percentage,52.90412439488637,63.96128815025952,"",N
2021-2022,7820212,Cherokee Charter Academy,M,1b,Progress,percentage,73.6,73.0,"",Y
2022-2023,7830632,Atlanta Unbound Academy,M,1a,Content Mastery,percentage,44.2,40.10729166666667,57.71041666666667,Y
2021-2022,7830612,Southwest Georgia S.T.E.M. Charter Academy,E,1a,Content Mastery,percentage,57.1,37.9,38.0,Y
2021-2022,7820121,Utopian Academy for the Arts Charter School,M,1a,Content Mastery,percentage,43.4,37.5,38.6,Y
2022-2023,7830611,Cirrus Charter Academy,M,1a,Content Mastery,percentage,30.1,29.97277777777778,37.40333333333333,Y
2020-2021,7830623,Academy For Classical Education,M,1a-na,Content Mastery Non-Adjusted,percentage,87.33399718967519,37.508087517405045,"",Y
2021-2022,7830634,Georgia Fugees Academy Charter School,M,1a,Content Mastery,percentage,22.1,39.2,46.6,N
2020-2021,7830615,Genesis Innovation Academy for Boys,E,1a-a,Content Mastery Adjusted,percentage,TFS,10.180822890169289,"",""
2021-2022,7830615,Genesis Innovation Academy for Boys,M,1b,Progress,percentage,77.7,76.8,"",Y
2021-2022,7830632,Atlanta Unbound Academy,Whole School Score,2a,Content Mastery,percentage,36.3,36.4,"",S
2022-2023,7820614,International Charter School of Atlanta,E,1d,Value-Add,decimal,-0.05630576238036156,0.003048335660423618,0.012312536948229535,N
2020-2021,7820412,Georgia Connections Academy,M,1a-na,Content Mastery Non-Adjusted,percentage,71.43123578530799,47.750366886649594,"",Y
2022-2023,7820120,Georgia Cyber Academy,Whole School Score,2d,Value-Add,decimal,0.009912827983498573,-0.00010818392004452448,-0.00027815912896045347,N
2022-2023,7830613,Brookhaven Innovation Academy,Whole School Score,2d,Value-Add,decimal,0.02248532883822918,0.0022237151384842946,0.03596286743777455,N
2021-2022,7830633,D.E.L.T.A. STEAM Academy,E,1b,Progress,percentage,67.3,84.7,"",N
2021-2022,7830615,Genesis Innovation Academy for Boys,H,1d,Value-Add,decimal,"","","",""
2022-2023,7830620,International Charter Academy of Georgia,E,1b,Progress,percentage,75.7,88.90045662100458,89.0607305936073,N
2020-2021,7830630,Baconton Community Charter School,H,1a-a,Content Mastery Adjusted,percentage,59.38823880017155,18.426153041974842,"",Y
2022-2023,7830626,Furlow Charter School,H,1d,Value-Add,decimal,-0.23774060606956482,0.109236959222471,0.10920057038310915,N
2022-2023,7830623,Academy For Classical Education,H,1c,Grade Band Score,percentage,93.615,63.09416502946954,57.920392927308455,Y
2022-2023,7830624,Spring Creek Charter Academy,Whole School Score,2b,Progress,percentage,84.06728110599079,84.87396313364056,77.53963133640553,Y
2022-2023,7830634,Georgia Fugees Academy Charter School,M,1c,Grade Band Score,percentage,78.695,63.453492063492064,68.41,Y
2022-2023,7830617,Resurgence Hall Charter School,E,1d,Value-Add,decimal,0.2493041604757309,0.05687385721182636,0.033412870401662076,Y
2022-2023,7820612,"Ivy Preparatory Academy, Inc",M,1d,Value-Add,decimal,0.00690976670011878,0.03493447140681383,0.03664771535113687,N
2022-2023,7830410,Atlanta Heights Charter School,Whole School Score,2b,Progress,percentage,87.00544554455449,82.57920792079207,87.07574257425746,Y
2022-2023,7830637,DeKalb Brilliance Academy,Whole School Score,2d,Value-Add,decimal,"","",0.0,""
2022-2023,7830642,Destination Career Academy of Georgia,M,1d,Value-Add,decimal,-0.1712939739227295,-0.00368115263324853,0.0033719705313615123,N
2022-2023,7830103,Statesboro STEAM Academy,E,1d,Value-Add,decimal,"","","",""
2022-2023,7830310,Fulton Leadership Academy,M,1d,Value-Add,decimal,0.01299566961824894,0.013221381148468936,0.022379243295290507,N
2021-2022,7830621,SLAM Academy of Atlanta,Whole School Score,2a,Content Mastery,percentage,13.826666666666666,30.849773288439955,"",N
2022-2023,7830623,Academy For Classical Education,Whole School Score,2b,Progress,percentage,87.71249315068496,75.55780821917807,73.17495890410959,Y
2020-2021,7830625,Yi Hwang Academy of Language Excellence,E,1a-na,Content Mastery Non-Adjusted,percentage,TFS,58.090099995207275,"",""
2022-2023,7820120,Georgia Cyber Academy,E,1b,Progress,percentage,72.5,81.81829096368682,84.70542583944851,N
2022-2023,7830626,Furlow Charter School,M,1a,Content Mastery,percentage,49.3,34.3020979020979,34.07412587412587,Y
2020-2021,7830612,Southwest Georgia S.T.E.M. Charter Academy,M,1f,GaDOE Achievement,percentage,46.958749999999995,27.415726744186045,"",Y
2020-2021,7830612,Southwest Georgia S.T.E.M. Charter Academy,E,1a-a,Content Mastery Adjusted,percentage,47.88032912680851,19.375409930665747,"",Y
2020-2021,7820616,Georgia School for Innovation and the Classics,M,1f,GaDOE Achievement,percentage,68.76875,29.569101190476196,"",Y
2022-2023,7830630,Baconton Community Charter School,Whole School Score,2a,Content Mastery,percentage,62.05958997695853,41.39437455115208,43.3102534562212,Y
2020-2021,7820110,Odyssey Charter School,M,1a-a,Content Mastery Adjusted,percentage,62.94263865407375,40.624384399868234,"",Y
2021-2022,7830626,Furlow Charter School,H,1b,Progress,percentage,62.1,36.9,"",Y
2021-2022,7830310,Fulton Leadership Academy,M,1a,Content Mastery,percentage,34.9,37.0,62.9,N
2021-2022,7820212,Cherokee Charter Academy,M,1d,Value-Add,decimal,-0.0583,-0.0919,"",S
2020-2021,7830310,Fulton Leadership Academy,H,1a-na,Content Mastery Non-Adjusted,percentage,TFS,21.930458641355138,"",""
2020-2021,7830615,Genesis Innovation Academy for Boys,M,1a-a,Content Mastery Adjusted,percentage,TFS,7.249377946465469,"",""
2022-2023,7820616,Georgia School for Innovation and the Classics,H,1a,Content Mastery,percentage,65.8,29.265437788018428,36.05990783410138,Y
2021-2022,7830632,Atlanta Unbound Academy,M,1a,Content Mastery,percentage,36.3,36.4,57.8,S
2022-2023,7830611,Cirrus Charter Academy,E,1c,Grade Band Score,percentage,52.35,54.53558659217878,60.13993016759776,N
2022-2023,7830643,Amana Academy West Atlanta,E,1c,Grade Band Score,percentage,"",70.90282857142856,76.30905714285713,Y
2022-2023,7820412,Georgia Connections Academy,M,1a,Content Mastery,percentage,56.6,53.835275548778505,57.52666666666669,Y
2022-2023,7830621,SLAM Academy of Atlanta,M,1d,Value-Add,decimal,0.19234409928321838,0.02567785745486617,0.016342990449629724,Y
2022-2023,7830626,Furlow Charter School,H,1c,Grade Band Score,percentage,57.254999999999995,69.96719745222929,71.02493630573248,N
2022-2023,7830621,SLAM Academy of Atlanta,Whole School Score,2d,Value-Add,decimal,0.09905292093753815,0.05410357126584131,0.015174247935647145,N
2020-2021,7830621,SLAM Academy of Atlanta,E,1a-na,Content Mastery Non-Adjusted,percentage,TFS,7.3300124960864315,"",""
2022-2023,7830627,Atlanta SMART Academy,M,1a,Content Mastery,percentage,35.4,39.49838709677419,56.188172043010766,N
2021-2022,7830620,International Charter Academy of Georgia,E,1d,Value-Add,decimal,-0.0064,0.0271,"",S
2021-2022,7830630,Baconton Community Charter School,M,1b,Progress,percentage,78.9,80.4,"",S
2022-2023,7820110,Odyssey Charter School,E,1c,Grade Band Score,percentage,74.5,73.63425266903917,76.83960854092525,Y
2021-2022,7830621,SLAM Academy of Atlanta,M,1a,Content Mastery,percentage,"","","",""
2020-2021,7830610,Coweta Charter Academy,E,1f,GaDOE Achievement,percentage,81.1051,55.02739141965678,"",Y
2021-2022,7830618,SAIL Charter Academy - School for Arts-Infused Learning,E,1b,Progress,percentage,66.4,79.2,"",N
2022-2023,7830623,Academy For Classical Education,H,1d,Value-Add,decimal,0.18103618919849396,-0.07430934968579095,-0.10366523251286708,Y
2021-2022,7820617,Dubois Integrity Academy,M,1d,Value-Add,decimal,0.1864,0.0233,"",Y
2022-2023,7830616,Genesis Innovation Academy for Girls,Whole School Score,2d,Value-Add,decimal,0.047236256301403046,0.04221395739523359,0.029138284873624798,N
2020-2021,7830614,Liberty Tech Charter Academy,M,1a-na,Content Mastery Non-Adjusted,percentage,TFS,57.43079507039033,"",""
2021-2022,7830103,Statesboro STEAM Academy,H,1b,Progress,percentage,19.2,78.0,"",N
2022-2023,7830610,Coweta Charter Academy,E,1d,Value-Add,decimal,-0.09077968448400497,-0.05356014273274923,-0.022416285832150606,N
2022-2023,7830641,Resurgence Hall Middle Academy,Whole School Score,2d,Value-Add,decimal,0.006027859169989824,0.06141561305412324,0.02299220344866626,N
2021-2022,7820616,Georgia School for Innovation and the Classics,M,1a,Content Mastery,percentage,73,28.8,32.8,Y
2020-2021,7830630,Baconton Community Charter School,M,1f,GaDOE Achievement,percentage,58.85125000000001,22.71616150442478,"",Y
2022-2023,7820121,Utopian Academy for the Arts Charter School,M,1c,Grade Band Score,percentage,57.22,65.42393540669859,68.39461722488038,N
2021-2022,7830623,Academy For Classical Education,H,1a,Content Mastery,percentage,98.8,43.6,36.2,Y
2021-2022,7830626,Furlow Charter School,H,1d,Value-Add,decimal,-0.2093,0.0493,"",N
2021-2022,7830310,Fulton Leadership Academy,H,1d,Value-Add,decimal,-0.1903,0.0471,"",N
2022-2023,7830611,Cirrus Charter Academy,M,1d,Value-Add,decimal,0.09630058705806732,-0.04846565949264914,-0.04283712455071509,Y
2021-2022,7820614,International Charter School of Atlanta,M,1d,Value-Add,decimal,0.2429,0.0601,"",Y
2020-2021,7830615,Genesis Innovation Academy for Boys,H,1f,GaDOE Achievement,percentage,TFS,36.1590625,"",""
2020-2021,7830626,Furlow Charter School,E,1a-na,Content Mastery Non-Adjusted,percentage,49.00004912582858,1.7583573795063487,"",Y
2022-2023,7820120,Georgia Cyber Academy,Whole School Score,2a,Content Mastery,percentage,54.60483240979676,52.86696129604226,58.14402342710092,Y
2022-2023,7830103,Statesboro STEAM Academy,M,1d,Value-Add,decimal,-0.06566032022237778,-0.010140937692995067,0.014568093232810497,N
2021-2022,7820212,Cherokee Charter Academy,M,1a,Content Mastery,percentage,56.9,68.8,69.4,N
2020-2021,7830630,Baconton Community Charter School,M,1a-na,Content Mastery Non-Adjusted,percentage,58.63559893579545,22.132761749817483,"",Y
2022-2023,7820412,Georgia Connections Academy,Whole School Score,2b,Progress,percentage,82.03360250840325,78.80019951317432,80.4881404174573,Y
2022-2023,7830103,Statesboro STEAM Academy,Whole School Score,2d,Value-Add,decimal,-0.08494485914707184,-0.019796876342297764,0.008050351403653622,N
2022-2023,7820616,Georgia School for Innovation and the Classics,M,1b,Progress,percentage,95.6,74.35258964143426,73.89163346613545,Y
2021-2022,7830614,Liberty Tech Charter Academy,M,1a,Content Mastery,percentage,75.8,63.0,68.5,Y
2022-2023,7830634,Georgia Fugees Academy Charter School,Whole School Score,2a,Content Mastery,percentage,31.325966850828724,41.010497237569055,50.353038674033144,N
2021-2022,7830616,Genesis Innovation Academy for Girls,M,1a,Content Mastery,percentage,54.1,35.4,50.3,Y
2020-2021,7830103,Statesboro STEAM Academy,H,1a-a,Content Mastery Adjusted,percentage,32.302631875,27.882549928436323,"",Y
2020-2021,7830626,Furlow Charter School,M,1a-na,Content Mastery Non-Adjusted,percentage,29.13177831590909,21.42934368063311,"",Y
2022-2023,7830619,International Academy of Smyrna,E,1c,Grade Band Score,percentage,83.85,68.11272590361445,76.02024096385543,Y
2021-2022,7830636,Northwest Classical Academy,E,1d,Value-Add,decimal,-0.1233,-0.0083,"",N
2022-2023,7820616,Georgia School for Innovation and the Classics,Whole School Score,2a,Content Mastery,percentage,68.27934560327199,37.54488752556237,38.77689161554192,Y
2021-2022,7830627,Atlanta SMART Academy,E,1b,Progress,percentage,45.5,82.2,"",N
2020-2021,7820617,Dubois Integrity Academy,E,1a-a,Content Mastery Adjusted,percentage,25.34404884160173,7.816249673686548,"",Y
2022-2023,7830624,Spring Creek Charter Academy,Whole School Score,2c,Grade Band Score,percentage,67.62129032258065,72.61221198156682,70.29465437788018,N
2022-2023,7830615,Genesis Innovation Academy for Boys,M,1b,Progress,percentage,97.2,80.39056603773584,82.06698113207548,Y
2022-2023,7830618,SAIL Charter Academy - School for Arts-Infused Learning,Whole School Score,2a,Content Mastery,percentage,68.87337883959046,73.10068259385665,74.33617747440273,N
2020-2021,7820120,Georgia Cyber Academy,E,1a-na,Content Mastery Non-Adjusted,percentage,49.06134676099387,33.34288830029552,"",Y
2022-2023,7820616,Georgia School for Innovation and the Classics,H,1d,Value-Add,decimal,-0.2806665599346161,-0.18779714054471697,-0.13946718249644618,N
2020-2021,7830630,Baconton Community Charter School,E,1f,GaDOE Achievement,percentage,58.23480000000001,23.170302244389024,"",Y
2022-2023,7820615,Scintilla Charter Academy,M,1c,Grade Band Score,percentage,81.815,77.16178571428571,77.6292857142857,Y
2022-2023,7830616,Genesis Innovation Academy for Girls,M,1c,Grade Band Score,percentage,76.63999999999999,64.64112745098038,69.76725490196078,Y
2022-2023,7820612,"Ivy Preparatory Academy, Inc",E,1c,Grade Band Score,percentage,66.435,67.87058730158729,78.37295238095237,S
2021-2022,7830626,Furlow Charter School,H,1a,Content Mastery,percentage,42.9,34.3,34.3,Y
2022-2023,7820616,Georgia School for Innovation and the Classics,Whole School Score,2d,Value-Add,decimal,-0.06448015570640564,-0.0531380309251972,-0.048139473310584435,N
2020-2021,7820412,Georgia Connections Academy,M,1f,GaDOE Achievement,percentage,72.3875,49.946316762530806,"",Y
2021-2022,7830611,Cirrus Charter Academy,M,1d,Value-Add,decimal,0.0403,0.0618,"",S
2022-2023,7830612,Southwest Georgia S.T.E.M. Charter Academy,Whole School Score,2c,Grade Band Score,percentage,55.070526315789465,68.99586032388665,69.24258097165992,N
2022-2023,7830615,Genesis Innovation Academy for Boys,E,1c,Grade Band Score,percentage,77.59,67.87891203703701,76.52474537037038,Y
2022-2023,7830615,Genesis Innovation Academy for Boys,Whole School Score,2d,Value-Add,decimal,0.1821536123752594,0.03975653064776452,0.031018054352898616,Y
2022-2023,7830610,Coweta Charter Academy,Whole School Score,2d,Value-Add,decimal,-0.09277492761611938,-0.04230109541549609,0.00121556851445348,N
2021-2022,7830630,Baconton Community Charter School,H,1d,Value-Add,decimal,0.064,0.1652,"",S
2022-2023,7830410,Atlanta Heights Charter School,E,1b,Progress,percentage,87.7,85.65744680851066,89.91117021276598,Y
2021-2022,7830625,Yi Hwang Academy of Language Excellence,E,1d,Value-Add,decimal,-0.1727,0.0338,"",N
2022-2023,7830623,Academy For Classical Education,M,1c,Grade Band Score,percentage,89.31,63.545246636771324,63.07363228699555,Y
2021-2022,7830620,International Charter Academy of Georgia,E,1a,Content Mastery,percentage,88.8,74.1,66.3,Y
2022-2023,7830614,Liberty Tech Charter Academy,M,1d,Value-Add,decimal,0.20453789830207825,0.06001309059502091,0.043955982706393115,Y
2021-2022,7830613,Brookhaven Innovation Academy,E,1b,Progress,percentage,90.6,81.1,"",Y
2022-2023,7830643,Amana Academy West Atlanta,E,1b,Progress,percentage,TFS,85.27085714285717,86.78571428571428,TFS
2022-2023,7820412,Georgia Connections Academy,Whole School Score,2c,Grade Band Score,percentage,70.65723302781231,69.23399000608836,71.6843988885877,Y
2022-2023,7820120,Georgia Cyber Academy,M,1d,Value-Add,decimal,0.0422271303832531,-0.001853595222740978,0.0010517165893588754,Y
2021-2022,7820615,Scintilla Charter Academy,M,1d,Value-Add,decimal,0.0963,-0.0127,"",Y
2022-2023,7820121,Utopian Academy for the Arts Charter School,M,1b,Progress,percentage,79.3,83.65239234449761,84.48062200956939,N
2020-2021,7830611,Cirrus Charter Academy,E,1f,GaDOE Achievement,percentage,7.0034,18.74888398950131,"",N
2022-2023,7830623,Academy For Classical Education,M,1b,Progress,percentage,87,75.27152466367713,74.3695067264574,Y
2022-2023,7830630,Baconton Community Charter School,E,1a,Content Mastery,percentage,60.5,41.639121480808086,44.67929292929293,Y
2022-2023,7830630,Baconton Community Charter School,Whole School Score,2b,Progress,percentage,88.77111901981567,69.25338580875575,81.15841013824885,Y
2021-2022,7830636,Northwest Classical Academy,E,1a,Content Mastery,percentage,71.6,73.0,71.1,Y
2022-2023,7830633,D.E.L.T.A. STEAM Academy,E,1d,Value-Add,decimal,0.07810041308403015,-0.035993781943034264,-0.029432838724460453,Y
2021-2022,7830615,Genesis Innovation Academy for Boys,E,1d,Value-Add,decimal,0.1211,0.1128,"",S
2022-2023,7820412,Georgia Connections Academy,H,1b,Progress,percentage,90.7,75.78638293734934,78.3640361445783,Y
2022-2023,7830633,D.E.L.T.A. STEAM Academy,E,1a,Content Mastery,percentage,65.5,50.978644067796616,62.004067796610165,Y
2021-2022,7830630,Baconton Community Charter School,E,1d,Value-Add,decimal,-0.0237,0.0248,"",S
2020-2021,7830617,Resurgence Hall Charter School,E,1a-na,Content Mastery Non-Adjusted,percentage,73.86363625000001,12.745611902195403,"",Y
2022-2023,7830642,Destination Career Academy of Georgia,M,1c,Grade Band Score,percentage,"",67.53221698113205,69.82498113207541,Y
2020-2021,7830623,Academy For Classical Education,H,1a-a,Content Mastery Adjusted,percentage,86.31194300000001,9.383124745139668,"",Y
2022-2023,7820615,Scintilla Charter Academy,E,1a,Content Mastery,percentage,84.4,60.41629502572899,60.5368782161235,Y
2021-2022,7830615,Genesis Innovation Academy for Boys,M,1d,Value-Add,decimal,0.0119,0.1027,"",S
2021-2022,7820412,Georgia Connections Academy,E,1d,Value-Add,decimal,-0.1827,0.0127,"",N
2021-2022,7830634,Georgia Fugees Academy Charter School,H,1a,Content Mastery,percentage,16.7,42.6,50.6,N
2022-2023,7820617,Dubois Integrity Academy,E,1d,Value-Add,decimal,-0.012949537485837936,0.02244347748243719,0.023440329838194884,N
2021-2022,7830624,Spring Creek Charter Academy,M,1a,Content Mastery,percentage,51,51.0,50.1,Y
2022-2023,7830615,Genesis Innovation Academy for Boys,E,1b,Progress,percentage,93.2,84.30833333333335,88.97361111111113,Y
2020-2021,7830630,Baconton Community Charter School,M,1a-a,Content Mastery Adjusted,percentage,58.63559893579545,19.855673350540048,"",Y
2021-2022,7830612,Southwest Georgia S.T.E.M. Charter Academy,Whole School Score,2a,Content Mastery,percentage,54.091794871794875,38.32993323713324,"",Y
2020-2021,7830624,Spring Creek Charter Academy,M,1f,GaDOE Achievement,percentage,45.99,49.41333333333333,"",N
2021-2022,7830310,Fulton Leadership Academy,Whole School Score,2a,Content Mastery,percentage,30.93643724696356,37.04992532674705,"",N
2022-2023,7830625,Yi Hwang Academy of Language Excellence,Whole School Score,2d,Value-Add,decimal,0.28756287693977356,0.022714735226031735,0.02327701071953925,Y
2020-2021,7830612,Southwest Georgia S.T.E.M. Charter Academy,E,1f,GaDOE Achievement,percentage,48.71549999999999,25.41594533898305,"",Y
2022-2023,7830620,International Charter Academy of Georgia,Whole School Score,2a,Content Mastery,percentage,91.39999999999999,72.67762557077624,70.87990867579907,Y
2021-2022,7830616,Genesis Innovation Academy for Girls,Whole School Score,2a,Content Mastery,percentage,58.409009009009004,37.017516904659765,"",Y
2022-2023,7830615,Genesis Innovation Academy for Boys,M,1c,Grade Band Score,percentage,66.465,64.83811320754717,69.06301886792454,Y
2021-2022,7830611,Cirrus Charter Academy,E,1b,Progress,percentage,77.2,71.4,"",Y
2022-2023,7830103,Statesboro STEAM Academy,M,1a,Content Mastery,percentage,48.4,45.8319587628866,56.2,Y
2020-2021,7830612,Southwest Georgia S.T.E.M. Charter Academy,H,1a-a,Content Mastery Adjusted,percentage,40.625,15.058988381765095,"",Y
2020-2021,7830616,Genesis Innovation Academy for Girls,H,1f,GaDOE Achievement,percentage,TFS,37.525000000000006,"",""
2022-2023,7820612,"Ivy Preparatory Academy, Inc",Whole School Score,2c,Grade Band Score,percentage,63.568913043478304,66.63336438923392,75.13108695652174,N
